,Row.names,baseMean,log2FoldChange,lfcSE,pvalue,padj,significant
1,ENSG00000000003,6.734508142,-0.00573928,0.112949933,0.925540353,0.964588441,unchanged
2,ENSG00000000419,230.5964567,0.066632452,0.079673172,0.290003733,0.503565335,unchanged
3,ENSG00000000457,512.1671744,0.066360343,0.057992445,0.196405092,0.395433137,unchanged
4,ENSG00000000460,174.6975185,0.219189626,0.087793114,0.002238496,0.023925116,upregulated
5,ENSG00000000938,2021.734131,-0.169667976,0.099122425,0.026538979,0.116058772,unchanged
6,ENSG00000000971,90.58228627,0.135394409,0.125532721,0.080608255,0.230468675,unchanged
7,ENSG00000001036,169.4646774,0.04301677,0.068675169,0.459032995,0.659274181,unchanged
8,ENSG00000001084,1196.081672,0.231588255,0.153255932,0.016809475,0.087236575,unchanged
9,ENSG00000001167,658.5535476,0.075446092,0.07620278,0.226460529,0.432126684,unchanged
10,ENSG00000001460,16.46836478,6.27E-05,0.091471019,0.9987814,0.999779576,unchanged
11,ENSG00000001461,349.4320196,-0.039453406,0.082274983,0.531007995,0.716391936,unchanged
12,ENSG00000001497,186.1796122,-0.052221028,0.07451674,0.391163657,0.597912334,unchanged
13,ENSG00000001561,309.1571927,-0.011154961,0.079559629,0.857720445,0.928202399,unchanged
14,ENSG00000001617,0.069519701,0.000994134,0.128693125,0.875934952,NA,unchanged
15,ENSG00000001626,0.061200185,0.000734333,0.128693896,0.905087031,NA,unchanged
16,ENSG00000001629,491.5733303,0.175283105,0.072758627,0.004485429,0.037286978,upregulated
17,ENSG00000001630,146.5396454,-0.006994438,0.077141026,0.910102339,0.95661653,unchanged
18,ENSG00000001631,145.5253027,0.068215522,0.07872284,0.280108741,0.493129622,unchanged
19,ENSG00000002016,63.3370639,0.033314829,0.081512377,0.592466165,0.760432912,unchanged
20,ENSG00000002330,63.52028826,0.013099345,0.07751269,0.831327994,0.912066899,unchanged
21,ENSG00000002549,665.3667109,0.065882939,0.118691835,0.322541947,0.53503153,unchanged
22,ENSG00000002586,471.5762298,-0.248231356,0.159685037,0.01456178,0.080107155,unchanged
23,ENSG00000002587,17.96552436,0.087549034,0.132310894,0.197147583,0.396213112,unchanged
24,ENSG00000002726,8.116482251,0.017676079,0.126369477,0.517614986,NA,unchanged
25,ENSG00000002745,12.68798417,0.079512728,0.132109175,0.215656507,0.419287001,unchanged
26,ENSG00000002746,0.146622278,-0.00061676,0.128681753,0.979044634,NA,unchanged
27,ENSG00000002822,87.97614062,-0.094925014,0.108382081,0.185624507,0.381984656,unchanged
28,ENSG00000002834,2145.807071,-0.485841339,0.123529853,5.85E-06,0.000620632,downregulated
29,ENSG00000002919,744.8017792,-0.064195499,0.076059649,0.297130959,0.510500199,unchanged
30,ENSG00000002933,67.2870761,0.033029617,0.124449631,0.46202373,0.66167579,unchanged
31,ENSG00000003056,1719.057105,-0.009871828,0.086120175,0.873281068,0.937273826,unchanged
32,ENSG00000003096,13.7315166,0.073888544,0.128034551,0.24458467,0.452812252,unchanged
33,ENSG00000003137,0.119719855,-0.000895718,0.12869461,0.997871636,NA,unchanged
34,ENSG00000003147,33.99634662,0.199459823,0.123322853,0.019980113,0.097317692,unchanged
35,ENSG00000003249,7.067730137,-0.180681003,0.285505526,0.022212357,0.103753389,unchanged
36,ENSG00000003393,375.9334776,0.03002395,0.063572829,0.584341073,0.754032725,unchanged
37,ENSG00000003400,569.0890096,-0.163331708,0.056474748,0.001355013,0.017495088,downregulated
38,ENSG00000003402,6139.434919,0.002218798,0.084043119,0.975843462,0.988732213,unchanged
39,ENSG00000003436,166.5939116,0.095152143,0.13697273,0.1587325,0.349065227,unchanged
40,ENSG00000003509,102.5857627,0.221497926,0.076787799,0.000800199,0.012642543,upregulated
41,ENSG00000003756,1254.44395,0.057911904,0.066884435,0.310964933,0.523271209,unchanged
42,ENSG00000003987,1.21878135,-0.005836659,0.124224495,0.889166813,NA,unchanged
43,ENSG00000003989,0.037681723,-0.001136376,0.128701662,0.997324774,NA,unchanged
44,ENSG00000004059,803.7310256,0.005867666,0.060216207,0.912497886,0.95790747,unchanged
45,ENSG00000004139,130.1476646,-0.306095412,0.13503084,0.002065431,0.022789457,downregulated
46,ENSG00000004142,269.7422247,0.008329684,0.055887035,0.870545611,0.935588924,unchanged
47,ENSG00000004399,134.0489401,-0.658210379,0.205460721,5.24E-05,0.002222597,downregulated
48,ENSG00000004455,676.3710104,0.074837354,0.058391011,0.14606149,0.33228749,unchanged
49,ENSG00000004468,278.7143026,0.033054872,0.09111532,0.609095125,0.772730121,unchanged
50,ENSG00000004478,192.9981566,-0.170231181,0.102145904,0.02765292,0.119272068,unchanged
51,ENSG00000004487,84.00904586,-0.081290373,0.11704415,0.239085543,0.447099176,unchanged
52,ENSG00000004534,483.4720479,0.080392266,0.101189064,0.234942171,0.44188539,unchanged
53,ENSG00000004660,86.13665333,-0.210339015,0.16955008,0.026147465,0.114876791,unchanged
54,ENSG00000004700,939.4124138,0.011662143,0.057385484,0.819680216,0.905297947,unchanged
55,ENSG00000004766,344.4211158,0.192437838,0.084933171,0.005646738,0.043957535,upregulated
56,ENSG00000004776,0.055983549,-0.000722217,0.128696667,0.992200604,NA,unchanged
57,ENSG00000004777,5.657257426,-0.192708057,0.337912219,0.018409567,NA,unchanged
58,ENSG00000004779,70.33869287,0.111121399,0.087364686,0.099625921,0.262152541,unchanged
59,ENSG00000004799,130.0270678,-0.177490684,0.204133201,0.043633141,0.157849247,unchanged
60,ENSG00000004809,69.54548726,0.053286362,0.11400396,0.39810447,0.605445991,unchanged
61,ENSG00000004838,5.49212929,-0.036181842,0.121204097,0.480019137,0.676159666,unchanged
62,ENSG00000004846,10.97237511,0.054215111,0.128818067,0.295657786,0.509360147,unchanged
63,ENSG00000004848,0.017495622,0.000405539,0.128697414,0.89508348,NA,unchanged
64,ENSG00000004864,73.97923689,0.028234842,0.087473949,0.658615104,0.806778948,unchanged
65,ENSG00000004866,133.1394524,0.14111206,0.106367243,0.065453311,0.202795893,unchanged
66,ENSG00000004897,1928.716077,0.12239234,0.119129418,0.106166716,0.272221845,unchanged
67,ENSG00000004939,5261.536235,0.07929855,0.143733845,0.164682437,0.356764691,unchanged
68,ENSG00000004948,0.197334017,0.000430718,0.128648393,0.940465503,NA,unchanged
69,ENSG00000004961,148.4015221,0.048560734,0.059483809,0.359108239,0.568910823,unchanged
70,ENSG00000004975,48.03057563,-0.308771344,0.149572821,0.003668543,0.032362209,downregulated
71,ENSG00000005001,0.582386137,-0.0006462,0.127022974,0.953404193,NA,unchanged
72,ENSG00000005007,486.465801,-0.497743293,0.13865645,2.09E-05,0.001194988,downregulated
73,ENSG00000005020,367.3376881,-0.063284243,0.117173549,0.326526726,0.538800239,unchanged
74,ENSG00000005022,993.1750822,0.073575498,0.074582807,0.231531766,0.43785096,unchanged
75,ENSG00000005059,468.5614932,0.094324919,0.068372059,0.104585739,0.269717013,unchanged
76,ENSG00000005073,0.008494053,-0.000487927,0.128699471,0.964647976,NA,unchanged
77,ENSG00000005075,31.63519455,-0.025943826,0.101743904,0.676285429,0.818294136,unchanged
78,ENSG00000005100,120.4031623,-0.100103852,0.070566145,0.091487221,0.248739066,unchanged
79,ENSG00000005102,8.142435012,-0.037991844,0.121459065,0.452287135,0.653933588,unchanged
80,ENSG00000005108,13.11343531,0.003420504,0.115470244,0.940900298,0.971156075,unchanged
81,ENSG00000005156,235.9971105,-0.014099616,0.075752557,0.81661137,0.903061519,unchanged
82,ENSG00000005175,435.3332967,0.061963376,0.070549571,0.299504271,0.512802808,unchanged
83,ENSG00000005187,169.4153465,0.344622366,0.131297458,0.000910528,0.013687275,upregulated
84,ENSG00000005189,32.7156015,0.195420175,0.165396057,0.03394688,0.135581337,unchanged
85,ENSG00000005194,161.5434199,0.00260264,0.073417836,0.966944775,0.984224345,unchanged
86,ENSG00000005206,65.7592228,-0.370392451,0.177220001,0.002190342,0.023574277,downregulated
87,ENSG00000005238,524.4992535,0.012529655,0.104321548,0.836861013,0.91552002,unchanged
88,ENSG00000005243,3.667470574,-0.067198491,0.139412682,0.196445217,NA,unchanged
89,ENSG00000005249,1672.688471,0.106926647,0.133316309,0.144730749,0.330346026,unchanged
90,ENSG00000005302,511.6307229,0.100779373,0.095650793,0.15200583,0.340659438,unchanged
91,ENSG00000005339,810.8006117,-0.242967491,0.136174391,0.0089313,0.058964178,unchanged
92,ENSG00000005379,78.56422876,-0.409326671,0.209563185,0.002127554,0.023186984,downregulated
93,ENSG00000005381,65.61941399,-0.034662581,0.120344433,0.496506914,0.69094633,unchanged
94,ENSG00000005421,0.086959941,-3.81E-05,0.128689398,0.947990139,NA,unchanged
95,ENSG00000005436,125.5104539,0.113937112,0.080337043,0.078263976,0.226826831,unchanged
96,ENSG00000005448,28.32239082,0.048518135,0.1190587,0.400581586,0.607703579,unchanged
97,ENSG00000005469,131.6213423,0.056342172,0.067624431,0.320121987,0.532165316,unchanged
98,ENSG00000005471,54.49565287,0.039360684,0.103573451,0.540376455,0.724327122,unchanged
99,ENSG00000005483,1866.404434,-0.041568436,0.064849344,0.453774629,0.655126175,unchanged
100,ENSG00000005486,90.01217837,-0.058746466,0.10690259,0.373102155,0.580301936,unchanged
101,ENSG00000005513,4.150329652,-0.010235123,0.122650341,0.767471569,NA,unchanged
102,ENSG00000005700,666.7858178,0.046466906,0.060838166,0.385691774,0.59321745,unchanged
103,ENSG00000005801,139.558274,0.1793395,0.082119512,0.007626305,0.053942101,unchanged
104,ENSG00000005810,3113.494268,-0.079850637,0.066954623,0.159719044,0.350419238,unchanged
105,ENSG00000005812,1273.978757,0.157505356,0.10209766,0.039108513,0.148017753,unchanged
106,ENSG00000005844,1434.087272,-0.477747099,0.12452771,6.56E-06,0.000639246,downregulated
107,ENSG00000005882,110.9693783,-0.008593345,0.100835479,0.889658305,0.946702591,unchanged
108,ENSG00000005884,8.805450256,-0.132867317,0.193344786,0.058037833,0.188745688,unchanged
109,ENSG00000005889,664.5625001,-0.069757132,0.08506633,0.284489095,0.497398254,unchanged
110,ENSG00000005893,4887.934875,0.050385312,0.079381277,0.424578049,0.630534847,unchanged
111,ENSG00000005961,601.2585291,-0.368411153,0.462025045,0.006669393,0.049602935,downregulated
112,ENSG00000005981,0.014996039,2.15E-05,0.128694679,0.942291041,NA,unchanged
113,ENSG00000006007,1330.377008,0.230855618,0.12212316,0.00965621,0.061789925,unchanged
114,ENSG00000006015,36.57582664,0.015572816,0.087307417,0.808443427,0.898912714,unchanged
115,ENSG00000006016,0.102841156,-0.000100939,0.128686502,0.983004114,NA,unchanged
116,ENSG00000006025,44.95398138,-0.408190111,0.181889122,0.001348288,0.017440801,downregulated
117,ENSG00000006042,2.320201457,0.032735445,0.133015464,0.084557002,NA,unchanged
118,ENSG00000006047,0.015483277,3.68E-05,0.128698743,0.957753963,NA,unchanged
119,ENSG00000006062,153.0122609,-0.403713892,0.111385274,2.01E-05,0.001188954,downregulated
120,ENSG00000006071,0.056220991,0.00106976,0.128688796,0.917419075,NA,unchanged
121,ENSG00000006116,0.06574436,-0.001270536,0.128702843,0.970521132,NA,unchanged
122,ENSG00000006118,0.163373793,-0.001858842,0.128705141,0.955839097,NA,unchanged
123,ENSG00000006125,2362.170818,0.151412523,0.079440691,0.021468836,0.101544964,unchanged
124,ENSG00000006194,247.5347545,-0.055998115,0.056090372,0.264143892,0.475318528,unchanged
125,ENSG00000006210,0.032115192,0.00075238,0.128685499,0.948630961,NA,unchanged
126,ENSG00000006282,62.44414473,-0.091860931,0.114380501,0.196423371,0.395433137,unchanged
127,ENSG00000006283,0.021287729,-0.000363744,0.128699737,0.978968095,NA,unchanged
128,ENSG00000006327,20.57474654,0.008163864,0.103170016,0.892440415,0.948205096,unchanged
129,ENSG00000006432,55.18946991,-0.072604018,0.102033964,0.286462171,0.499675225,unchanged
130,ENSG00000006451,304.5602934,0.077474553,0.053673344,0.112065787,0.281149638,unchanged
131,ENSG00000006453,1.931402889,0.042610465,0.133259741,0.214872003,NA,unchanged
132,ENSG00000006459,3369.723186,0.179688993,0.130566446,0.029703533,0.124733419,unchanged
133,ENSG00000006468,0.80330826,-0.008747734,0.128157947,0.748725351,NA,unchanged
134,ENSG00000006530,155.9687119,0.139706016,0.115553147,0.069661478,0.211603782,unchanged
135,ENSG00000006534,160.1576255,-0.33299372,0.11821606,0.000553849,0.010317397,downregulated
136,ENSG00000006555,39.69332267,-0.122009665,0.115087766,0.103661649,0.268434217,unchanged
137,ENSG00000006576,567.5593004,0.241749191,0.07715939,0.000303813,0.007008458,upregulated
138,ENSG00000006607,143.2548877,-0.046155058,0.076607189,0.454397141,0.655680383,unchanged
139,ENSG00000006625,28.83369477,0.152703651,0.115046088,0.053627011,0.179504586,unchanged
140,ENSG00000006634,88.10874788,0.231438751,0.104686614,0.004707028,0.03852748,upregulated
141,ENSG00000006638,12.6754206,-0.393282066,0.271502153,0.007087474,0.051561532,unchanged
142,ENSG00000006652,1168.92875,0.085178931,0.099046951,0.216651207,0.420839754,unchanged
143,ENSG00000006659,0.399781113,0.01466361,0.129224145,0.35725333,NA,unchanged
144,ENSG00000006695,79.21679924,0.133570448,0.093418696,0.059065329,0.190990753,unchanged
145,ENSG00000006704,0.688028785,-0.004231313,0.12774338,0.582086397,NA,unchanged
146,ENSG00000006712,57.67314048,-0.081550113,0.14673485,0.142791357,0.327826592,unchanged
147,ENSG00000006715,706.2510456,-0.156380617,0.069354121,0.009626041,0.061768215,unchanged
148,ENSG00000006740,0.519575496,-0.00596899,0.128303315,0.858918954,NA,unchanged
149,ENSG00000006744,194.0927348,-0.126830281,0.093168256,0.072700396,0.216994073,unchanged
150,ENSG00000006747,4.360566055,0.114973987,0.180751231,0.054821145,NA,unchanged
151,ENSG00000006756,138.9132723,-0.233228549,0.101004511,0.004071649,0.034852006,downregulated
152,ENSG00000006757,34.36362304,0.142380142,0.116164449,0.071010786,0.214051104,unchanged
153,ENSG00000006831,152.3262269,-0.024873712,0.117812195,0.606567476,0.771007479,unchanged
154,ENSG00000006837,11.51925388,0.066296198,0.126387992,0.275224813,0.487445507,unchanged
155,ENSG00000007001,0.053679433,-0.000237758,0.128694185,0.963592731,NA,unchanged
156,ENSG00000007038,4.285597204,-0.018203413,0.123623085,0.62280748,NA,unchanged
157,ENSG00000007047,85.76035739,-0.372003131,0.128153574,0.000312929,0.007147288,downregulated
158,ENSG00000007062,2.675192661,0.033828703,0.125259602,0.441649266,NA,unchanged
159,ENSG00000007080,56.86310091,-0.016868357,0.095880624,0.791149489,0.890116455,unchanged
160,ENSG00000007129,44.92181777,0.003019276,0.099948965,0.962064826,0.981732833,unchanged
161,ENSG00000007168,1689.130538,-0.022453874,0.037201344,0.528180436,0.714725416,unchanged
162,ENSG00000007171,0.540961914,-0.003909584,0.128419112,0.73600638,NA,unchanged
163,ENSG00000007202,1322.553197,-0.184450754,0.086734888,0.009785015,0.06212587,unchanged
164,ENSG00000007237,750.4718995,-0.393375058,0.150211062,0.000703736,0.011609551,downregulated
165,ENSG00000007255,77.90616483,-0.005078029,0.084882621,0.936134106,0.969004316,unchanged
166,ENSG00000007264,157.0999026,-0.368993482,0.158260621,0.001342477,0.017430797,downregulated
167,ENSG00000007306,0.22294017,0.001147675,0.128633841,0.838308937,NA,unchanged
168,ENSG00000007312,498.5021454,0.007987732,0.088548104,0.903580784,0.953565355,unchanged
169,ENSG00000007314,1.412171975,-0.014717616,0.125982735,0.649302748,NA,unchanged
170,ENSG00000007341,91.82159801,0.098695084,0.078277296,0.117651534,0.290218299,unchanged
171,ENSG00000007350,83.16217659,-0.036836058,0.120435232,0.464005461,0.662570885,unchanged
172,ENSG00000007372,0.02721785,-0.000624772,0.128699923,0.995384135,NA,unchanged
173,ENSG00000007376,71.74384794,-0.15107762,0.110204016,0.054911978,0.182306714,unchanged
174,ENSG00000007384,0.078351377,-0.000297826,0.128685071,0.976107415,NA,unchanged
175,ENSG00000007392,149.2994665,0.137026917,0.090206002,0.047932626,0.166944006,unchanged
176,ENSG00000007402,33.14070919,-0.828704487,0.219643229,5.88E-06,0.000620632,downregulated
177,ENSG00000007516,30.16623803,-0.161145839,0.217496333,0.036789487,0.142716448,unchanged
178,ENSG00000007520,65.72895645,0.119964565,0.082924054,0.072110372,0.21612812,unchanged
179,ENSG00000007541,103.2097242,-0.010738809,0.107903032,0.852762336,0.92483862,unchanged
180,ENSG00000007545,109.3951926,-0.371679896,0.139929674,0.000600675,0.010797324,downregulated
181,ENSG00000007866,0.852175231,-0.013691458,0.128061449,0.70915419,NA,unchanged
182,ENSG00000007908,0.097803911,0.001064954,0.128688644,0.890751629,NA,unchanged
183,ENSG00000007923,80.73927425,-0.237949972,0.126964372,0.009101164,0.059602427,unchanged
184,ENSG00000007944,644.2183097,-0.11736921,0.089119713,0.087742679,0.242549713,unchanged
185,ENSG00000007952,0.076492426,0.000353011,0.128685117,0.93619267,NA,unchanged
186,ENSG00000007968,512.1499259,0.057399491,0.125934423,0.311658974,0.523871755,unchanged
187,ENSG00000008018,613.0004143,0.112474329,0.053684081,0.020296047,0.09812665,unchanged
188,ENSG00000008056,0.366814992,-0.003726309,0.128707012,0.746395155,NA,unchanged
189,ENSG00000008083,912.1773678,-0.210009791,0.079045522,0.00190466,0.021676927,downregulated
190,ENSG00000008086,513.3201207,0.002875264,0.080673764,0.964469098,0.982788543,unchanged
191,ENSG00000008128,72.4475794,-0.075079067,0.093935169,0.266938685,0.478711886,unchanged
192,ENSG00000008130,2147.7074,-0.392174479,0.143222849,0.000469754,0.009349984,downregulated
193,ENSG00000008226,32.39900103,-0.066836545,0.107182659,0.315739875,0.52800452,unchanged
194,ENSG00000008256,64.4873361,-0.383794075,0.141846829,0.000533337,0.010060287,downregulated
195,ENSG00000008277,99.3156214,0.149156503,0.113429511,0.050146368,0.171800962,unchanged
196,ENSG00000008282,721.8558693,0.106182775,0.068373115,0.070509749,0.213410331,unchanged
197,ENSG00000008283,112.0077886,-0.0642009,0.094802066,0.334948694,0.545992801,unchanged
198,ENSG00000008294,1735.506248,-0.020414344,0.076155464,0.735945886,0.858438144,unchanged
199,ENSG00000008300,12.27360472,-0.23300772,0.227899509,0.019582097,0.096111989,unchanged
200,ENSG00000008311,59.45694042,0.005763621,0.092727991,0.928974428,0.96625348,unchanged
201,ENSG00000008323,0.050904999,-0.000986049,0.128699969,0.992367215,NA,unchanged
202,ENSG00000008324,223.6447782,-0.009181144,0.074582421,0.878931353,0.940360357,unchanged
203,ENSG00000008382,33.29059668,-0.46930754,0.1263862,1.53E-05,0.000994262,downregulated
204,ENSG00000008394,162.9225601,0.166159268,0.144945568,0.054522314,0.181622949,unchanged
205,ENSG00000008405,175.3419832,0.066491664,0.055495519,0.179695958,0.37533518,unchanged
206,ENSG00000008438,73.29084474,-0.015934447,0.110249802,0.777441683,0.882535249,unchanged
207,ENSG00000008441,184.2528032,0.012162085,0.116009253,0.812133088,0.900540633,unchanged
208,ENSG00000008513,1122.102252,-0.101501395,0.0929857,0.141868427,0.326882097,unchanged
209,ENSG00000008516,441.3367309,-0.57966849,0.258744267,0.00079928,0.012642543,downregulated
210,ENSG00000008517,962.6494168,-0.105925407,0.109019418,0.143138741,0.328391068,unchanged
211,ENSG00000008710,108.0953945,-0.779876577,0.199428663,2.28E-06,0.000341715,downregulated
212,ENSG00000008735,0.881154082,-0.004794303,0.127517549,0.89597381,NA,unchanged
213,ENSG00000008838,58.65330288,-0.081464356,0.13083714,0.208274867,0.410236577,unchanged
214,ENSG00000008853,77.28284968,-0.283396296,0.165399472,0.008070461,0.055830309,unchanged
215,ENSG00000008869,1707.798631,0.047400076,0.056230715,0.340857002,0.551660636,unchanged
216,ENSG00000008952,2786.66114,0.265631432,0.118160411,0.003100573,0.029233674,upregulated
217,ENSG00000008988,8313.721764,0.087189478,0.076137334,0.155299889,0.34480362,unchanged
218,ENSG00000009307,7156.348815,0.160847888,0.071304849,0.008385535,0.057034001,unchanged
219,ENSG00000009335,201.6089512,0.123745589,0.171286668,0.077167977,0.225118073,unchanged
220,ENSG00000009413,880.2471604,0.061746488,0.054768664,0.208234315,0.410220165,unchanged
221,ENSG00000009694,143.2352396,0.370344906,0.176956773,0.001658832,0.020017343,upregulated
222,ENSG00000009709,0.004744468,4.33E-06,0.128699243,0.957143424,NA,unchanged
223,ENSG00000009724,0.014814725,-0.000516575,0.128699919,0.97599,NA,unchanged
224,ENSG00000009765,0.016009804,0.000340667,0.128697719,0.932910408,NA,unchanged
225,ENSG00000009780,93.6273388,-0.047425033,0.061579783,0.381721247,0.588417839,unchanged
226,ENSG00000009790,1091.553887,0.05236398,0.061505205,0.331782194,0.543956203,unchanged
227,ENSG00000009830,23.32888772,-0.175850514,0.139337797,0.044221964,0.159022135,unchanged
228,ENSG00000009844,604.8403409,0.059091363,0.067729327,0.301645646,0.51391893,unchanged
229,ENSG00000009950,0.109372069,-0.000327292,0.128691697,0.992523221,NA,unchanged
230,ENSG00000009954,502.7027481,-0.05302242,0.059574622,0.310399028,0.522719667,unchanged
231,ENSG00000010017,912.2055374,0.037286156,0.087320845,0.566593889,0.742283579,unchanged
232,ENSG00000010030,64.40000471,-0.045244568,0.128981625,0.298522909,0.512001931,unchanged
233,ENSG00000010072,313.1033444,0.126826532,0.066171005,0.026886949,0.117050826,unchanged
234,ENSG00000010165,153.0888523,-0.064149638,0.074382846,0.293586406,0.507250038,unchanged
235,ENSG00000010219,44.40252166,0.044614328,0.081676733,0.495277842,0.689582599,unchanged
236,ENSG00000010244,3863.132853,0.194179843,0.073906785,0.002009673,0.022450267,upregulated
237,ENSG00000010256,248.6817898,0.008715933,0.099966017,0.896480034,0.950383016,unchanged
238,ENSG00000010270,403.8799259,0.030561835,0.077416806,0.619791807,0.78065326,unchanged
239,ENSG00000010278,599.8334784,0.282814685,0.16994907,0.009037987,0.05941354,unchanged
240,ENSG00000010282,0.237943642,0.000368276,0.128666344,0.946170864,NA,unchanged
241,ENSG00000010292,399.5029053,-0.226346112,0.112615445,0.008159733,0.05619067,unchanged
242,ENSG00000010295,75.33809442,-0.343292427,0.127198425,0.000595873,0.010766935,downregulated
243,ENSG00000010310,6.02910683,-0.108291846,0.162861034,0.095164918,0.255301976,unchanged
244,ENSG00000010318,43.34481464,0.088926809,0.129290698,0.188412579,0.385292622,unchanged
245,ENSG00000010319,2.22890415,-0.085827076,0.164519671,0.047693168,NA,unchanged
246,ENSG00000010322,225.3998666,-0.282357649,0.128647337,0.003071931,0.029062612,downregulated
247,ENSG00000010327,208.7967174,-0.228910151,0.189357842,0.024481479,0.110590126,unchanged
248,ENSG00000010361,49.31851157,-0.069504423,0.109089816,0.306037056,0.518385867,unchanged
249,ENSG00000010379,2.335382991,-0.024946284,0.125570377,0.526076228,NA,unchanged
250,ENSG00000010404,765.2668781,-0.033189062,0.074168689,0.583853763,0.753789552,unchanged
251,ENSG00000010438,0.861037188,0.002100345,0.127317062,0.822372587,NA,unchanged
252,ENSG00000010539,443.4158716,0.033033846,0.070442451,0.578771811,0.749932657,unchanged
253,ENSG00000010610,539.5115175,-0.407094864,0.209504466,0.002603602,0.026342439,downregulated
254,ENSG00000010626,25.7702332,0.056098367,0.100356495,0.404114416,0.611228022,unchanged
255,ENSG00000010671,1190.906857,0.018741512,0.058042774,0.719967077,0.846578974,unchanged
256,ENSG00000010704,42.86826485,-0.086149244,0.101005501,0.222908243,0.427500761,unchanged
257,ENSG00000010803,53.6450749,0.06005779,0.082702648,0.349016197,0.559630814,unchanged
258,ENSG00000010810,674.5520374,-0.203358393,0.114936323,0.015206402,0.082528263,unchanged
259,ENSG00000010818,1574.825716,0.043282319,0.066035424,0.443479528,0.645922355,unchanged
260,ENSG00000010932,0.578891665,-0.008065086,0.128498145,0.563347113,NA,unchanged
261,ENSG00000011007,182.9363926,-0.031386109,0.13181123,0.175707837,NA,unchanged
262,ENSG00000011009,272.3469277,-0.154946879,0.074790916,0.014122411,0.078553745,unchanged
263,ENSG00000011021,105.4788114,-0.069058283,0.091555354,0.303109471,0.515396954,unchanged
264,ENSG00000011028,342.4026032,0.065334497,0.137525139,0.190079237,0.387179797,unchanged
265,ENSG00000011052,9.953518654,0.079469215,0.15191961,0.093127515,NA,unchanged
266,ENSG00000011105,94.21354902,-0.054090897,0.124882239,0.330030109,0.542237744,unchanged
267,ENSG00000011114,531.546591,0.103172129,0.070717654,0.081437191,0.231928428,unchanged
268,ENSG00000011132,73.11408885,-0.247443976,0.105071872,0.002982,0.028543475,downregulated
269,ENSG00000011143,49.77511917,0.011344421,0.078469155,0.853811985,0.925492339,unchanged
270,ENSG00000011198,1594.410103,0.060711908,0.103852083,0.357366495,0.567172303,unchanged
271,ENSG00000011201,5.138397153,0.075290855,0.144239652,0.154982624,NA,unchanged
272,ENSG00000011243,173.6239394,0.037188507,0.079978317,0.56116893,0.739868466,unchanged
273,ENSG00000011258,524.212614,0.041635134,0.077057134,0.501503534,0.694687432,unchanged
274,ENSG00000011260,217.6290109,0.054708166,0.058455408,0.29302415,0.506582366,unchanged
275,ENSG00000011275,608.7383531,0.046832625,0.063250223,0.391020363,0.597830039,unchanged
276,ENSG00000011295,176.2935818,0.071097761,0.090500627,0.275845791,0.487983332,unchanged
277,ENSG00000011304,296.7424418,-0.222033346,0.154725518,0.020651407,0.099214207,unchanged
278,ENSG00000011332,0.040983553,-0.000685728,0.12869876,0.991724833,NA,unchanged
279,ENSG00000011347,0.046576186,9.12E-05,0.128688305,0.963021758,NA,unchanged
280,ENSG00000011376,180.5789184,-0.04863847,0.069480041,0.400631115,0.607703579,unchanged
281,ENSG00000011405,511.7532653,0.150002025,0.094763157,0.036153593,0.141356462,unchanged
282,ENSG00000011422,471.8484352,-0.052465481,0.09212025,0.424174063,0.630216162,unchanged
283,ENSG00000011426,58.75845727,0.072493504,0.127036375,0.247008793,0.456089742,unchanged
284,ENSG00000011451,68.12597962,-0.355518364,0.157473943,0.001509538,0.018873996,downregulated
285,ENSG00000011454,266.4131939,0.135684994,0.062528037,0.013537278,0.07641495,unchanged
286,ENSG00000011465,2.986040931,0.048145331,0.136384165,0.156176054,NA,unchanged
287,ENSG00000011478,12.99737706,-0.335096766,0.249360838,0.008718749,0.058165589,unchanged
288,ENSG00000011485,71.51276513,-0.060665549,0.09800958,0.369143403,0.577180609,unchanged
289,ENSG00000011523,149.0196578,0.001449819,0.110493642,0.979776597,0.990583483,unchanged
290,ENSG00000011566,163.9252686,0.183433996,0.076365599,0.004609785,0.038114714,upregulated
291,ENSG00000011590,9.957543956,-0.095495593,0.143771441,0.151770048,0.340475093,unchanged
292,ENSG00000011600,6949.619984,0.033160978,0.088721623,0.607460035,0.771504345,unchanged
293,ENSG00000011638,90.69132486,0.041815522,0.081314049,0.51281693,0.702942689,unchanged
294,ENSG00000012048,338.7876176,0.044614968,0.086862508,0.49052095,0.685269226,unchanged
295,ENSG00000012061,169.1057832,-0.044005864,0.068245805,0.446324563,0.64831277,unchanged
296,ENSG00000012124,171.0202288,-0.284437198,0.217903156,0.014154718,0.078680904,unchanged
297,ENSG00000012171,2.595059911,-0.071450922,0.146843159,0.111456857,NA,unchanged
298,ENSG00000012174,149.7921195,0.202743707,0.07271474,0.001363454,0.017571287,upregulated
299,ENSG00000012211,17.98365408,-0.395937185,0.197000019,0.002401706,0.024975212,downregulated
300,ENSG00000012223,479.3227705,0.03065526,0.125840805,0.426569393,0.632365478,unchanged
301,ENSG00000012232,264.4306289,-0.139850447,0.130425043,0.07418305,0.21977046,unchanged
302,ENSG00000012504,0.010048722,0.000428946,0.128698253,0.935409163,NA,unchanged
303,ENSG00000012660,2517.920521,0.068549335,0.078825149,0.280301381,0.493406005,unchanged
304,ENSG00000012779,1194.00484,-0.113639949,0.10801198,0.12460059,0.300975485,unchanged
